path,group,before_cumulation,length,plDDT
P0DP58,Unknotted,{'0_1': 1.0},116,82.4624685714284
P0DP71,Unknotted,{'0_1': 0.99},79,64.98647058823542
P0DP72,Unknotted,{'0_1': 0.99},767,82.25059304347832
P0DP73,Unknotted,{'0_1': 0.98},79,82.34638752052552
P0DP74,Unknotted,{'0_1': 1.0},79,82.20041050903097
P0DP75,Unknotted,{'0_1': 1.0},135,56.99383000000021
P0DP91,Unknotted,{'0_1': 0.85},1061,70.5971355468293
P0DPA2,Unknotted,{'0_1': 0.9},414,70.47400455432636
P0DPA3,Unknotted,{'0_1': 0.99},235,55.716998861047976
P0DPB3,Unknotted,"{'0_1': 0.81, '3_1': 0.16}",487,60.5089525850525
P0DPB5,Unknotted,{'0_1': 0.98},122,69.92222885572174
P0DPB6,Unknotted,{'0_1': 0.99},133,86.58182330827026
P0DPD5,Unknotted,{'0_1': 0.99},513,72.76480560251105
P0DPD6,Unknotted,"{'0_1': 0.52, '3_1': 0.25, '4_1': 0.11}",811,87.5783639763159
P0DPD7,Unknotted,{'0_1': 0.96},255,90.5640729635179
P0DPD8,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",883,92.07478737021876
P0DPE3,Unknotted,{'0_1': 0.94},317,65.71565639510297
P0DPF3,Unknotted,"{'0_1': 0.61, '3_1': 0.31}",1111,45.65637469314916
P0DPF4,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",110,92.96708670520229
P0DPF5,Unknotted,{'0_1': 0.93},203,49.68257936507912
P0DPF6,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",209,53.95422308188275
P0DPF7,Unknotted,{'0_1': 0.98},114,91.6046294184719
P0DPH7,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",450,91.51537870159476
P0DPH8,Unknotted,"{'0_1': 0.85, '3_1': 0.11}",450,91.96232061503409
P0DPH9,Unknotted,{'0_1': 1.0},108,70.64041567695958
P0DPI2,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",268,90.58667340748238
P0DPI3,Unknotted,{'0_1': 0.97},272,71.84800952380925
P0DPK2,Unknotted,{'0_1': 1.0},136,85.86041474654377
P0DPK3,Unknotted,{'0_1': 0.99},275,84.7335096153849
P0DPK4,Unknotted,{'0_1': 1.0},236,88.527610768368
P0DPK5,Unknotted,{'0_1': 1.0},147,83.10042314335077
P0DPP9,Unknotted,{'0_1': 0.99},59,61.764613821138035
P0DPQ3,Unknotted,{'0_1': 0.99},210,51.76220272904496
P0DPQ6,Unknotted,{'0_1': 1.0},34,86.11575250836108
P0DQD5,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",375,80.35137651821834
P0DSE1,Unknotted,{'0_1': 1.0},268,89.3254606525911
P0DSE2,Unknotted,{'0_1': 0.99},310,90.72754185381822
P0DSN6,Unknotted,{'0_1': 0.97},309,85.73642571885047
P0DSN7,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",117,89.27758968609858
P0DSO1,Unknotted,{'0_1': 1.0},240,53.463760917030555
P0DSO2,Unknotted,{'0_1': 1.0},92,42.88643233743396
P0DSO3,Unknotted,{'0_1': 1.0},117,62.450883002207554
P0DTA3,Unknotted,{'0_1': 0.94},265,70.77023927765262
P0DTE0,Unknotted,{'0_1': 0.97},309,86.09968076616038
P0DTE1,Unknotted,{'0_1': 0.97},115,89.99565804274441
P0DTE2,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",115,72.69272331154711
P0DTE4,Unknotted,{'0_1': 0.98},527,94.49270359848464
P0DTE5,Unknotted,{'0_1': 0.98},536,92.7525402755086
P0DTE7,Unknotted,"{'0_1': 0.81, '3_1': 0.12}",511,96.56667320421617
P0DTE8,Unknotted,"{'0_1': 0.76, '3_1': 0.18}",511,96.53376072566833
P0DTF9,Unknotted,{'0_1': 1.0},154,62.521037441497896
P0DTU3,Unknotted,{'0_1': 0.97},275,91.22056117755282
P0DTU4,Unknotted,{'0_1': 1.0},315,89.32446936323626
P0DTW1,Unknotted,{'0_1': 1.0},117,62.356659267480836
P0DTW3,Unknotted,{'0_1': 0.97},117,86.14089632829331
P0DUB6,Unknotted,"{'0_1': 0.82, '3_1': 0.14}",511,96.54873008090223
P0DUD1,Unknotted,{'0_1': 0.96},265,70.71637471783257
P0DUD2,Unknotted,{'0_1': 0.95},265,70.77090293453708
P0DUD3,Unknotted,{'0_1': 0.94},265,70.73529093369385
P0DUD4,Unknotted,{'0_1': 0.97},265,70.84280559314409
P0DUH7,Unknotted,{'0_1': 1.0},34,72.09278625954205
P0DUQ1,Unknotted,{'0_1': 0.94},478,83.43276903225826
P0DUQ2,Unknotted,{'0_1': 0.96},478,83.32603870967752
P0DUX0,Unknotted,{'0_1': 0.93},265,67.33367494356648
P0DUX1,Unknotted,{'0_1': 0.96},265,67.87631199278623
P10072,Unknotted,{'0_1': 0.95},659,67.23291729893728
P10073,Unknotted,"{'0_1': 0.89, '3_1': 0.08}",491,68.85386523896555
P10074,Unknotted,{'0_1': 0.9},688,64.04146273637399
P10082,Unknotted,{'0_1': 1.0},97,70.54755076142118
P10092,Unknotted,{'0_1': 1.0},127,71.70688865764849
P10109,Unknotted,{'0_1': 0.97},184,77.73484490398802
P10114,Unknotted,{'0_1': 0.96},183,91.71107340720198
P10124,Unknotted,{'0_1': 0.99},158,59.5555295068713
P10144,Unknotted,{'0_1': 0.96},247,92.52044707091463
P10145,Unknotted,{'0_1': 1.0},99,89.02164736164714
P10147,Unknotted,{'0_1': 1.0},92,89.89194879089612
P10153,Unknotted,{'0_1': 0.97},161,91.55017147310988
P10155,Unknotted,"{'0_1': 0.78, '3_1': 0.14}",538,93.36159642100334
P10163,Unknotted,{'0_1': 1.0},310,54.010866035182666
P10176,Unknotted,{'0_1': 1.0},69,85.06596622889342
P10242,Unknotted,"{'0_1': 0.8, '3_1': 0.14}",640,59.19859359654256
P10243,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",752,58.46267274233564
P10244,Unknotted,{'0_1': 0.95},700,58.4505143475905
P10253,Unknotted,"{'0_1': 0.82, '3_1': 0.1}",952,92.39926429051741
P10265,Unknotted,{'0_1': 0.93},156,84.75004991680548
P10266,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",1014,78.93398566839647
P10275,Unknotted,"{'0_1': 0.77, '3_1': 0.11}",920,58.79155935613708
P10276,Unknotted,{'0_1': 0.98},462,79.4189205186017
P10301,Unknotted,{'0_1': 0.98},218,86.78410519951638
P10321,Unknotted,{'0_1': 1.0},366,87.82023125437983
P10323,Unknotted,{'0_1': 0.96},421,79.93792633859542
P10398,Unknotted,"{'0_1': 0.91, '3_1': 0.08}",606,71.05978100652855
P10412,Unknotted,{'0_1': 0.98},219,65.16405335068306
P10415,Unknotted,"{'0_1': 0.91, '3_1': 0.07}",239,75.5341271551729
P10451,Unknotted,{'0_1': 0.95},314,53.13978697749178
P10515,Unknotted,"{'0_1': 0.85, '3_1': 0.15}",647,73.10345225819755
P10523,Unknotted,"{'0_1': 0.87, '3_1': 0.1}",405,85.56933626926737
P10586,Unknotted,"{'0_1': 0.81, '3_1': 0.14}",1907,82.86021161548739
P10588,Unknotted,{'0_1': 0.95},404,79.7500198675497
P10589,Unknotted,{'0_1': 0.92},423,77.58383044554456
P10599,Unknotted,"{'0_1': 0.73, '3_1': 0.24}",105,97.64336175395901
P10600,Unknotted,{'0_1': 0.99},412,76.98141782059005
P10606,Unknotted,{'0_1': 0.99},129,85.69270637408583
P10619,Unknotted,"{'0_1': 0.9, '3_1': 0.07}",480,94.52585219880348
P10620,Unknotted,{'0_1': 1.0},155,79.02661016949125
P10632,Unknotted,{'0_1': 0.96},490,92.40614777069976
P10635,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",497,94.56877887788686
P10643,Unknotted,{'0_1': 0.94},843,79.98146046796188
P10644,Unknotted,{'0_1': 0.95},381,85.868829365079
P10645,Unknotted,"{'0_1': 0.91, '3_1': 0.06}",457,59.14722769490538
P10646,Unknotted,{'0_1': 1.0},304,73.54787668436109
P10696,Unknotted,{'0_1': 0.93},532,93.2989948006931
P10720,Unknotted,{'0_1': 0.99},104,76.81883519206926
P10721,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",976,78.83606213592316
P10745,Unknotted,{'0_1': 0.95},1247,85.34703913545243
P10746,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",265,92.90616111387347
P10747,Unknotted,{'0_1': 1.0},220,81.40655542986426
P10767,Unknotted,{'0_1': 0.9},208,79.74695167286218
P10768,Unknotted,"{'0_1': 0.87, '3_1': 0.1}",282,98.25169972948619
P10809,Unknotted,{'0_1': 0.96},573,88.47264919260506
P10826,Unknotted,{'0_1': 0.96},455,80.70110229526846
P10827,Unknotted,{'0_1': 0.94},490,74.33802349869374
P10828,Unknotted,"{'0_1': 0.87, '3_1': 0.11}",461,80.34500947225922
P10909,Unknotted,{'0_1': 0.95},449,76.87085551330792
P10911,Unknotted,"{'0_1': 0.86, '3_1': 0.1}",925,75.11426212181345
P10912,Unknotted,{'0_1': 0.92},638,59.94340895522403
P10914,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",325,66.95117968750016
P10915,Unknotted,{'0_1': 0.96},354,89.76230362803778
P10916,Unknotted,{'0_1': 1.0},166,83.36236184708567
P10966,Unknotted,{'0_1': 0.94},210,82.39666466346142
P10997,Unknotted,{'0_1': 1.0},89,77.99223512336705
P11021,Unknotted,{'0_1': 0.94},654,90.33454187966979
P11047,Unknotted,"{'0_1': 0.88, '3_1': 0.07}",1609,76.26893831745573
P11049,Unknotted,{'0_1': 0.97},281,83.45540322580644
P11086,Unknotted,{'0_1': 0.98},282,94.47805887764461
P11117,Unknotted,{'0_1': 0.99},423,91.84173415493005
P11142,Unknotted,"{'0_1': 0.84, '3_1': 0.11}",646,89.17593536732261
P11150,Unknotted,"{'0_1': 0.91, '3_1': 0.07}",499,82.03058195679776
P11161,Unknotted,{'0_1': 0.98},476,49.871265571914215
P11166,Unknotted,{'0_1': 0.9},492,89.61531217208884
P11168,Unknotted,{'0_1': 0.95},524,86.66224112426013
P11169,Unknotted,"{'0_1': 0.86, '3_1': 0.07}",496,90.51155122465097
P11171,Unknotted,"{'0_1': 0.84, '3_1': 0.08}",864,63.393443776572255
P11172,Unknotted,"{'0_1': 0.84, '3_1': 0.14}",480,92.25778505182795
P11177,Unknotted,"{'0_1': 0.85, '3_1': 0.1}",359,94.29677923021059
P11182,Unknotted,"{'0_1': 0.88, '3_1': 0.09}",482,79.24227333156135
P11215,Unknotted,"{'0_1': 0.83, '3_1': 0.13}",1152,86.5625408003573
P11216,Unknotted,"{'0_1': 0.81, '3_1': 0.11}",843,94.25223917828366
P11217,Unknotted,"{'0_1': 0.71, '3_1': 0.14, '5_2': 0.06}",842,94.40727325836151
P11226,Unknotted,{'0_1': 0.97},248,81.923006001091
P11229,Unknotted,"{'0_1': 0.88, '3_1': 0.11}",460,75.37866795901387
P11230,Unknotted,{'0_1': 0.97},501,79.71326347305333
P11233,Unknotted,{'0_1': 1.0},206,89.70524500907425
P11234,Unknotted,{'0_1': 0.97},206,87.8336435523115
P11245,Unknotted,"{'0_1': 0.86, '4_1': 0.08}",290,96.55027942421646
P11274,Unknotted,"{'0_1': 0.7, '3_1': 0.18}",1271,65.58982267383952
P11277,Unknotted,"{'0_1': 0.73, '3_1': 0.2}",2137,79.9411260949746
P11279,Unknotted,{'0_1': 0.99},417,86.8065999364472
P11308,Unknotted,"{'0_1': 0.82, '3_1': 0.12}",479,60.22146701846969
P11309,Unknotted,{'0_1': 0.96},313,90.32981738785314
P11310,Unknotted,{'0_1': 0.94},421,93.07052872860623
P11362,Unknotted,{'0_1': 0.95},822,76.04377133105734
P11387,Unknotted,"{'0_1': 0.85, '3_1': 0.1}",765,80.46687656641586
P11388,Unknotted,"{'0_1': 0.75, '3_1': 0.17}",1531,76.40831742924526
P11413,Unknotted,"{'0_1': 0.78, '3_1': 0.14}",515,94.63874521072852
P11441,Unknotted,{'0_1': 1.0},157,79.62670399999979
P11464,Unknotted,{'0_1': 0.98},419,86.66891258636198
P11465,Unknotted,{'0_1': 0.99},335,88.23085300837788
P11473,Unknotted,"{'0_1': 0.91, '3_1': 0.06}",427,84.6954111012171
P11474,Unknotted,{'0_1': 0.94},423,78.31247257912848
P11487,Unknotted,{'0_1': 0.99},239,79.0239515279242
P11488,Unknotted,{'0_1': 0.95},350,94.58043091168113
P11498,Unknotted,"{'0_1': 0.85, '3_1': 0.08}",1178,90.42022153981138
P11509,Unknotted,{'0_1': 0.91},494,96.56806832454191
P11511,Unknotted,{'0_1': 0.95},503,91.46326108374416
P11586,Unknotted,"{'0_1': 0.76, '3_1': 0.16}",935,94.50829432375734
P11597,Unknotted,{'0_1': 0.95},493,91.44147158058709
P11678,Unknotted,{'0_1': 0.92},715,92.35108383023494
P11684,Unknotted,{'0_1': 0.97},91,89.3960260115608
P11686,Unknotted,{'0_1': 1.0},197,70.31739455782312
P11712,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",490,92.74751150895159
P11766,Unknotted,"{'0_1': 0.78, '3_1': 0.18}",374,98.09757553956851
P11801,Unknotted,"{'0_1': 0.86, '3_1': 0.13}",424,75.40054798578217
P11802,Unknotted,{'0_1': 0.94},303,88.25908670033628
P11831,Unknotted,"{'0_1': 0.73, '3_1': 0.22}",508,53.05037939628917
P11836,Unknotted,{'0_1': 1.0},297,70.59590673575147
P11844,Unknotted,"{'0_1': 0.84, '3_1': 0.14}",174,96.23528970688444
P11908,Unknotted,{'0_1': 0.96},318,95.24931416837813
P11912,Unknotted,{'0_1': 1.0},226,78.17854710556206
P11926,Unknotted,{'0_1': 0.92},461,88.44024777282802
P11940,Unknotted,"{'0_1': 0.88, '3_1': 0.07}",636,77.73446169354871
P12004,Unknotted,{'0_1': 0.98},261,94.33014932802385
P12018,Unknotted,{'0_1': 0.97},145,87.8222918454936
P12034,Unknotted,{'0_1': 0.97},268,76.04547721822551
P12035,Unknotted,"{'0_1': 0.82, '4_1': 0.1, '3_1': 0.06}",628,66.93193156732875
P12074,Unknotted,{'0_1': 1.0},109,83.94650756693827
P12081,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",509,92.16464019851108
P12104,Unknotted,{'0_1': 0.95},132,90.25066231343317
P12109,Unknotted,"{'0_1': 0.83, '3_1': 0.16}",1028,73.13457427298863
P12110,Unknotted,"{'0_1': 0.86, '3_1': 0.12}",1019,70.71938572364142
P12235,Unknotted,{'0_1': 0.98},298,92.31995719178009
P12236,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",298,91.7899870578087
P12268,Unknotted,"{'0_1': 0.84, '3_1': 0.06}",514,92.4872796934868
P12271,Unknotted,{'0_1': 0.9},317,91.98475116640722
P12272,Unknotted,{'0_1': 0.97},177,64.27766690091357
P12273,Unknotted,{'0_1': 1.0},146,89.92865120274905
P12277,Unknotted,"{'0_1': 0.83, '4_1': 0.08, '3_1': 0.07}",381,95.5496398799593
P12314,Unknotted,{'0_1': 0.99},374,84.9618617021275
P12318,Unknotted,{'0_1': 1.0},317,77.8590971939814
P12319,Unknotted,{'0_1': 0.99},257,85.23691977077368
P12429,Unknotted,"{'0_1': 0.92, '3_1': 0.08}",323,96.3413213448002
P12524,Unknotted,"{'0_1': 0.92, '3_1': 0.06}",364,65.02507942110857
P12525,Unknotted,"{'0_1': 0.85, '3_1': 0.13}",358,62.951469770674244
P12532,Unknotted,{'0_1': 0.94},417,90.05942883046336
P12544,Unknotted,{'0_1': 0.99},262,91.46294378698256
P12643,Unknotted,{'0_1': 0.95},396,80.88561130517648
P12644,Unknotted,"{'0_1': 0.89, '3_1': 0.1}",408,79.72536749008901
P12645,Unknotted,{'0_1': 0.94},472,64.97966187433437
P12694,Unknotted,"{'0_1': 0.82, '3_1': 0.08}",445,91.6070179876337
P12724,Unknotted,{'0_1': 0.95},160,90.70001551590363
P12755,Unknotted,"{'0_1': 0.9, '3_1': 0.09}",728,66.98064458689376
P12757,Unknotted,"{'0_1': 0.77, '3_1': 0.2}",684,65.79075492748088
P12814,Unknotted,{'0_1': 0.96},892,85.05158708252806
P12821,Unknotted,"{'0_1': 0.81, '3_1': 0.1}",1306,91.63364821462172
P12829,Unknotted,{'0_1': 0.94},197,90.42765521796565
P12830,Unknotted,{'0_1': 0.96},882,79.89055167394477
P12838,Unknotted,{'0_1': 0.99},97,69.25694938440492
P12872,Unknotted,{'0_1': 0.97},115,67.90004429678861
P12931,Unknotted,"{'0_1': 0.88, '3_1': 0.07}",536,84.5133032747979
P12955,Unknotted,"{'0_1': 0.89, '3_1': 0.07}",493,97.62012016718921
P12956,Unknotted,{'0_1': 0.97},609,84.24396011395955
P12980,Unknotted,"{'0_1': 0.92, '3_1': 0.08}",280,66.43254269449653
P13010,Unknotted,"{'0_1': 0.9, '3_1': 0.08}",732,83.74121519422525
P13051,Unknotted,"{'0_1': 0.73, '3_1': 0.24}",313,86.55952710966184
P13056,Unknotted,"{'0_1': 0.89, '3_1': 0.07}",603,65.55555531960121
P13073,Unknotted,{'0_1': 1.0},169,88.67561683599412
P13164,Unknotted,{'0_1': 0.99},125,64.08549338758888
P13196,Unknotted,"{'0_1': 0.84, '3_1': 0.08}",640,80.71310010111253
P13224,Unknotted,{'0_1': 1.0},206,88.48344940867281
P13232,Unknotted,{'0_1': 0.95},177,74.18424628450086
P13236,Unknotted,{'0_1': 1.0},92,88.97641853932612
P13284,Unknotted,{'0_1': 0.98},250,83.51742842535802
P13349,Unknotted,{'0_1': 0.95},255,65.0784522003032
P13378,Unknotted,{'0_1': 0.95},290,63.38706430155192
P13385,Unknotted,{'0_1': 0.98},188,68.12712737127362
P13473,Unknotted,{'0_1': 0.96},410,83.98959873617672
P13489,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",461,96.63046029919464
P13497,Unknotted,{'0_1': 0.93},986,83.25712624584682
P13498,Unknotted,{'0_1': 1.0},195,77.02988544474437
P13500,Unknotted,{'0_1': 1.0},99,87.56293506493502
P13501,Unknotted,{'0_1': 0.99},91,89.33505007153076
P13521,Unknotted,"{'0_1': 0.85, '3_1': 0.11}",617,58.28203128133087
P13535,Unknotted,"{'0_1': 0.87, '4_1': 0.06}",1937,74.79318705219978
P13569,Unknotted,"{'0_1': 0.81, '3_1': 0.13}",1480,75.88333220768335
P13584,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",511,94.3080220835331
P13591,Unknotted,{'0_1': 0.98},858,79.88689219666188
P13598,Unknotted,{'0_1': 1.0},275,87.23175650557646
P13612,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",1032,84.56352897473882
P13631,Unknotted,{'0_1': 0.96},454,79.59024445707765
P13637,Unknotted,"{'0_1': 0.85, '3_1': 0.1}",1013,88.97908430047208
P13639,Unknotted,"{'0_1': 0.77, '3_1': 0.15}",858,89.98350627990442
P13640,Unknotted,{'0_1': 0.99},62,77.77042079207912
P13645,Unknotted,"{'0_1': 0.76, '3_1': 0.14, '4_1': 0.07}",584,68.3167585206666
P13646,Unknotted,{'0_1': 0.97},458,75.6769634111206
P13647,Unknotted,{'0_1': 0.95},590,68.77450228310478
P13667,Unknotted,"{'0_1': 0.85, '3_1': 0.13}",645,88.99744122789981
P13671,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",934,79.0531580385193
P13674,Unknotted,{'0_1': 0.95},534,90.23942405945222
P13682,Unknotted,"{'0_1': 0.87, '3_1': 0.12}",527,63.04420899854838
P13686,Unknotted,{'0_1': 0.94},325,94.94481839258088
P13688,Unknotted,{'0_1': 0.96},526,81.50277503700075
P13693,Unknotted,{'0_1': 0.95},172,91.65643326039391
P13716,Unknotted,"{'0_1': 0.9, '3_1': 0.06}",330,96.43029434850833
P13725,Unknotted,{'0_1': 0.95},252,79.62907815631269
P13726,Unknotted,{'0_1': 0.99},295,85.2956108015431
P13727,Unknotted,{'0_1': 0.97},222,76.69376696832573
P13747,Unknotted,{'0_1': 0.97},358,87.90448763250946
P13762,Unknotted,{'0_1': 0.99},266,88.0711490978151
P13765,Unknotted,{'0_1': 0.98},273,87.56832258064516
P13796,Unknotted,"{'0_1': 0.89, '3_1': 0.08}",627,89.94028976697072
P13797,Unknotted,"{'0_1': 0.89, '3_1': 0.08}",630,89.1970010050251
P13798,Unknotted,"{'0_1': 0.88, '3_1': 0.08}",732,93.61942637285732
P13804,Unknotted,{'0_1': 0.95},333,93.8218384740261
P13805,Unknotted,{'0_1': 1.0},278,74.97393088552941
P13807,Unknotted,"{'0_1': 0.9, '3_1': 0.07}",737,84.76939404197711
P13861,Unknotted,{'0_1': 0.98},404,83.88747809762191
P13866,Unknotted,"{'0_1': 0.74, '6_1': 0.11, '9_42': 0.07}",664,84.10975222609399
P13928,Unknotted,"{'0_1': 0.9, '3_1': 0.08}",327,94.25738979118303
P13929,Unknotted,"{'0_1': 0.7, '3_1': 0.11, '4_1': 0.1}",434,97.55903421132201
P13945,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",408,79.21495262985908
P13984,Unknotted,{'0_1': 0.97},249,83.3385457271363
P13985,Unknotted,{'0_1': 1.0},223,52.89198721673454
P13987,Unknotted,{'0_1': 0.99},128,80.31149494949456
P13994,Unknotted,"{'0_1': 0.87, '3_1': 0.11}",396,74.2145784282536
P13995,Unknotted,{'0_1': 0.9},350,89.67903274369617
P14060,Unknotted,"{'0_1': 0.87, '3_1': 0.13}",373,94.01371734762252
P14061,Unknotted,"{'0_1': 0.89, '3_1': 0.1}",328,90.92034623217903
P14091,Unknotted,{'0_1': 0.93},396,87.35528395881744
P14136,Unknotted,{'0_1': 1.0},432,80.79314465408832
P14138,Unknotted,{'0_1': 0.96},238,56.73952300785672
P14151,Unknotted,{'0_1': 1.0},372,85.32516423975628
P14174,Unknotted,{'0_1': 0.94},115,98.5943085714285
P14207,Unknotted,{'0_1': 0.97},255,89.27152906692687
P14209,Unknotted,"{'0_1': 0.84, '3_1': 0.16}",185,60.35543396226391
P14210,Unknotted,{'0_1': 0.88},728,83.85354334763855
P14222,Unknotted,"{'0_1': 0.9, '3_1': 0.09}",555,91.07628703703688
P14314,Unknotted,{'0_1': 0.94},528,84.54762557077649
P14316,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",349,65.24013024602
P14317,Unknotted,"{'0_1': 0.79, '3_1': 0.17}",486,63.6036915396734
P14324,Unknotted,"{'0_1': 0.8, '3_1': 0.17}",419,84.6494566813515
P14373,Unknotted,{'0_1': 1.0},513,89.28426201512544
P14384,Unknotted,"{'0_1': 0.92, '3_1': 0.07}",443,90.77345204711212
P14406,Unknotted,{'0_1': 1.0},83,88.06657099697858
P14410,Unknotted,"{'0_1': 0.88, '3_1': 0.07}",1827,94.07549165371377
P14415,Unknotted,{'0_1': 0.95},290,90.26961243611589
P14416,Unknotted,{'0_1': 0.94},443,72.4142198481867
P14543,Unknotted,{'0_1': 0.96},1247,78.97671744574266
P14550,Unknotted,"{'0_1': 0.68, '3_1': 0.2, '5_1': 0.07}",325,96.71887209302359
P14555,Unknotted,{'0_1': 0.95},144,91.3962578334821
P14598,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",390,83.56633333333367
P14616,Unknotted,{'0_1': 0.94},1297,78.40340031676921
P14618,Unknotted,{'0_1': 0.93},531,96.78672413793183
P14621,Unknotted,"{'0_1': 0.91, '3_1': 0.06}",99,95.26198209718632
P14625,Unknotted,{'0_1': 0.96},803,82.47015694722236
P14635,Unknotted,"{'0_1': 0.85, '3_1': 0.12}",433,77.77241501625781
P14649,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",208,83.75184374999985
P14652,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",356,62.08986142322082
P14653,Unknotted,"{'0_1': 0.85, '3_1': 0.15}",301,63.137418502202706
P14672,Unknotted,{'0_1': 0.92},509,88.46213860874151
P14678,Unknotted,{'0_1': 0.94},240,71.4469737609329
P14679,Unknotted,{'0_1': 0.96},529,89.88914413355282
P14735,Unknotted,"{'0_1': 0.83, '3_1': 0.07}",1019,93.79620884402686
P14770,Unknotted,{'0_1': 0.99},177,84.79631264023934
P14778,Unknotted,{'0_1': 1.0},569,84.2107510310397
P14780,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",707,82.25627663416375
P14784,Unknotted,{'0_1': 0.98},551,65.81702502317022
P14854,Unknotted,{'0_1': 0.95},86,94.90167832167842
P14859,Unknotted,"{'0_1': 0.55, '3_1': 0.33, '4_1': 0.1}",743,50.477561521252746
P14866,Unknotted,"{'0_1': 0.82, '3_1': 0.12}",589,74.19300022158198
P14867,Unknotted,{'0_1': 0.97},456,82.56936746987988
P14868,Unknotted,{'0_1': 0.97},501,93.43243774900456
P14902,Unknotted,"{'0_1': 0.8, '3_1': 0.16}",403,93.39839448102924
P14920,Unknotted,"{'0_1': 0.89, '4_1': 0.06}",347,96.15821211035384
P14921,Unknotted,"{'0_1': 0.94, '3_1': 0.06}",441,65.44690422535238
P14923,Unknotted,"{'0_1': 0.87, '3_1': 0.08}",745,81.10562838664579
P14927,Unknotted,{'0_1': 1.0},111,93.77176778242702
P15018,Unknotted,"{'0_1': 0.91, '3_1': 0.09}",202,87.63305358295693
P15036,Unknotted,"{'0_1': 0.93, '3_1': 0.07}",469,63.47200053633656
P15056,Unknotted,"{'0_1': 0.82, '3_1': 0.13}",766,68.03876347708888
P15085,Unknotted,{'0_1': 0.95},419,95.44373201438917
P15086,Unknotted,"{'0_1': 0.88, '3_1': 0.11}",417,95.79672243800469
P15088,Unknotted,"{'0_1': 0.82, '3_1': 0.14}",417,94.79417710457398
P15090,Unknotted,"{'0_1': 0.9, '3_1': 0.07}",132,96.03573786407748
P15104,Unknotted,"{'0_1': 0.87, '3_1': 0.09}",373,97.55067343485645
P15121,Unknotted,"{'0_1': 0.73, '3_1': 0.17}",316,98.30981782178203
P15144,Unknotted,"{'0_1': 0.83, '3_1': 0.13}",967,93.7512643826763
P15151,Unknotted,{'0_1': 0.99},417,85.14580928481773
P15153,Unknotted,{'0_1': 0.93},192,93.54570764119634
P15169,Unknotted,"{'0_1': 0.9, '3_1': 0.09}",458,90.50744922827019
P15170,Unknotted,"{'0_1': 0.86, '5_2': 0.06}",499,81.55827921247777
P15172,Unknotted,{'0_1': 0.93},320,60.89234710743818
P15173,Unknotted,{'0_1': 0.95},224,68.06967632027263
P15248,Unknotted,{'0_1': 0.98},144,85.12685454545465
P15259,Unknotted,"{'0_1': 0.86, '3_1': 0.11}",253,93.98551928783391
P15260,Unknotted,"{'0_1': 0.87, '3_1': 0.13}",489,66.62910756346574
P15289,Unknotted,"{'0_1': 0.84, '3_1': 0.07}",507,96.39993368700276
P15291,Unknotted,{'0_1': 0.96},398,85.24576002587324
P15309,Unknotted,{'0_1': 0.95},386,92.63850461342587
P15311,Unknotted,"{'0_1': 0.91, '3_1': 0.06}",586,88.4196745138176
P15313,Unknotted,{'0_1': 0.92},513,87.19858932598362
P15328,Unknotted,{'0_1': 0.99},257,91.11365807067808
P15336,Unknotted,"{'0_1': 0.79, '3_1': 0.17}",505,58.75741505488783
P15382,Unknotted,{'0_1': 0.99},129,71.13676982591903
P15391,Unknotted,"{'0_1': 0.93, '3_1': 0.06}",556,63.28155901486968
P15407,Unknotted,"{'0_1': 0.91, '3_1': 0.08}",271,66.96680542110376
P15408,Unknotted,"{'0_1': 0.92, '3_1': 0.08}",326,63.51646415552846
P15421,Unknotted,{'0_1': 1.0},78,70.88688663282575
P15428,Unknotted,{'0_1': 0.93},266,96.65693706981288
P15498,Unknotted,"{'0_1': 0.9, '3_1': 0.09}",845,87.1454154603361
P15509,Unknotted,{'0_1': 0.97},400,82.0785437788014
P15514,Unknotted,{'0_1': 0.98},252,67.76264073694998
P15515,Unknotted,{'0_1': 1.0},57,62.20433198380571
